category,name,imgUrl,kcal,carbo,protein,fat,sFat,tFat,sugar,choles,natrium,ingredi
소세지,맛있닭 닭가슴살소시지 훈제,https://file.rankingdak.com/_data/item/1421823810_l1.jpg,135,3,23,4,0.7,0,2,65,250,"닭고기(가슴살 국내산 79.52 %, 대두유{대두유(외국산 아르헨티나, 미국, 브라질 등), d-토코페놀 (혼합형), 규소수지}, 전란액(계란 100 %/국내산), 알콘에스비, 복합시즈닝SD, 복합믹스-J, 함수 포도당, 비프젤라틴, 산도조절제, 육풍미시즈닝, 기타소금, 비타민C, 스모크오일[히코리스모크오일RS(미국산/대두유, 스모크 향), 대두유(대두, 규소수지)] 007%, 생강분말, 콜라겐케이싱"
소세지,맛있닭 닭가슴살소시지 할라피뇨,https://file.rankingdak.com/_data/item/1479965640_l1.jpg,130,3,20,4.1,0.9,0,1,55,250,"닭고기(가슴살/국내산) 72.3 %, 슬라이스 할라피뇨 피클[할라피뇨 고추 60 %, 식초, 정제소금, 향신료(후추, 월계수, 오레가노)](멕시코산) 8.25 %, 전란액(계란 100%/국내산), 대두유, 알콘에스비, 복합시즈닝SD, 복합믹스-J, 함수포도당, 비프젤라틴, 산도조절제, 육풍미시즈닝, 기타소금, 청양초맛 분말, 비타민C, 생강분말, 콜라겐케이싱"
소세지,맛있닭 닭가슴살소시지 현미,https://file.rankingdak.com/_data/item/1421825042_l1.jpg,145,6,20,4.5,0.9,0,1,85,200,"닭고기(가슴살/국내산) 76.18 %, 전란액(계란 100 %/국내산), 대두유{대두유(외국산:아르헨티나, 미국, 브라질 등), d-토코페놀(혼합형), 규소수지}, 현미가루(현미100%/국내산) 3.95 %, 알콘에스비, 복합시즈닝SD, 복합믹스-J, 함수포도 당, 비프젤라틴, 산도조절제, 육풍미시즈닝, 기타소금, 비타민C, 생강분말, 파슬리분태, 콜라겐케이싱"
소세지,맛있닭 닭가슴살소시지 견과,https://file.rankingdak.com/_data/item/1479966049_l1.jpg,150,5,21,5,1,0,1,55,210,"닭고기(가슴살/국내산) 75.06 %, 전란액(계란 100% 국내산), 대두유{대두유(외국산 아르헨티나, 미국, 브라질 등) d-토코페놀(혼합형), 규소수지}, 알콘에스비, 복합시즈닝SD, 황토가마에 구운 해바라기씨(미국산) 1.33 %, 황토가마에 구운 호두(미국산) 1.33 % 황토가마에 구운 아몬드(미국산) 1.33 %, 복합믹스-J, 함수포도당, 비프젤라틴, 산도조절제, 육풍미시즈닝, 기타 소금, 비타민C 생강분말, 콜라겐케이싱"
소세지,더프레시 오징어 비엔나 닭가슴살 소시지,https://file.rankingdak.com/_data/item/a87fa5c44ed1bf05f99749659eb61443.jpg,125.25,8.02,18.37,2,0.67,0,2.34,67.47,166.33,"닭가슴살(국내산)73.3%,양파(국내산), 오징어 (연근해산)3.5%, 함수포도당,탈지대두, 농축대두단백,유장분말, 건빵가루 HS솔루션시즈닝, 새우조미시즈닝-1, 콜라겐케이싱,미담다시마장,카라기난, 폴리인산나트륨(산도조절제),흑후추 분말,코트롤티에이치(산도조절제)"
소세지,더프레시 새우 비엔나 닭가슴살 소시지,https://file.rankingdak.com/_data/item/3cde8a22d33ed5be6661c00b2e6c2a33.jpg,131.26,4.68,18.7,4.01,1.34,0,2.67,61.46,182.36,"닭가슴살(국내산)73.2%,양파(국내산),유장분말(우유:외국산),새우(베트남산)1.2%,함수포도당, 당근,농축대두단백,건빵가루,탈지대두, 새우조미시즈닝-1,콜라겐케이싱, 청양고추,미담다시마장, 새우엑기스-디,폴리인산나트륨(산도조절제),정제소금, 켑사이신분말, 코트볼티에이치(산도조절제)"
소세지,베스틱 닭가슴살 소시지 훈제맛,https://file.rankingdak.com/_data/item/1463995788_l1.jpg,114.63,0.18,24.99,1.55,0.53,0.01,0,57.77,309.6,"닭가슴살 (국내산) 91.8%, 타피오카전분(베트남), 미트텐더용 파우더 MT [유당(우유:미국산), 정제소금(국내산)], 후랑크 파우터 MT, 콜라겐케이싱"
소세지,베스틱 닭가슴살 소시지 마늘맛,https://file.rankingdak.com/_data/item/1463996266_l1.jpg,110.58,0.55,23.18,1.74,0.61,0.01,0.43,46.07,252.4,"닭가슴살 (국내산) 89.5%, 후랑크베이스파우더MT-2 [백후추분말 (베트남), 생강분말(중국산), 겨자분말(미국), 타피오카전분(베트남), 마늘(국내산) 25%, 미트텐터용파우더MT, 콜라겐케이싱, 닭고기, 우유"
소세지,베스틱 닭가슴살 소시지 고추맛,https://file.rankingdak.com/_data/item/1463996472_l1.jpg,109.21,0.58,23.55,1.41,0.5,0.01,0.56,44.48,271.85,"닭가슴살(국내산) 88.41%, 청양고추(국내산) 3.86%, 후랑크베이스 파우더MT-1 [캐러웨이분말 (이집트), 기타소금(국내산),천연향신료 너트맥분말(말레이시아)],미트텐더용파우더MT, 콜라겐케이싱, 타피 오카전분(수입산)"
소세지,베스틱 닭가슴살 소시지 매콤치즈맛,https://file.rankingdak.com/_data/item/1490343310_l1.jpg,131.11,0.61,21.39,4.79,1.56,0.04,0.44,43.66,249.69,"닭가슴살(국내산) 85.5%, 모짜렐라골든치즈 3.7% [외국산(뉴질랜드마국,할라피뇨 2.6% (멕시코,절임류), 타피오카전분(베트남산), 후랑크파우더MT, 미트텐터용파우더MT, 콜라겐케이싱"
소세지,베스틱 닭가슴살 소시지 카레맛,https://file.rankingdak.com/_data/item/1490343764_l1.jpg,129.49,2.18,20.81,4.17,1.29,0.03,1.08,39.89,241.79,"닭가슴살(국내산) 80.41%, 카레 4.57%[밀가루(미국산/호주산), 카레분{강황(인도산)코리안더(모르코산)}],양파(국내산), 당근(국내산), 타피오카전분, 정제소금,호스이엔알(산도조절제),후랑크 파우더MT, 콜라겐케이싱"
소세지,리얼원 무항생제 닭가슴살 소시지 오리지널,https://file.rankingdak.com/_data/item/1526460790_l1.jpg,108.33,1.67,20.83,2.17,0.58,0,1.67,58.33,375,"닭고기(무항생제 닭가슴살/국내산) 94.25 %, 대두유(외국산), 설탕, 밀크부어스트콤비(오스트리아), 천일염(국내산), 대두 단백, 혼합분유H, 혼합제제(폴리인산나트륨, 피로인산나트 륨, 메타인산나트륨, 메타인산칼륨), 산도조절제, 혼합제제(셀룰로오스검, 메틸셀룰로스), 아스코브산나트륨"
소세지,리얼원 무항생제 닭가슴살 소시지 청양고추,https://file.rankingdak.com/_data/item/1526461224_l1.jpg,112.5,2.5,20.83,2.33,0.58,0,1.67,50,350,"닭고기(무항생제 닭가슴살/국내산) 91.6 % 청양고추(국내산) 1.7 %, 대두유(외국산), 설탕, 청양초시즈닝분말[청양고추(국내산)80 %] 0.92%, 천일염(국내산), 밀크부어스트콤비, 대두 단백, 혼합분유H, 혼합제제(폴리인산나트륨, 피로인산나트륨, 메타인산나트륨, 메타인산칼륨), 레몬향분말, 산도조절제, 혼합제제(셀룰로오스검,메틸셀룰로스), 아스코브산나트륨"
소세지,리얼원 무항생제 닭가슴살 소시지 마늘,https://file.rankingdak.com/_data/item/1526461248_l1.jpg,108.33,1.67,20.83,2.5,0.58,0,1.67,54.17,358.33,"닭고기(무항생제 닭가슴살/국내산) 92.08%, 남해마늘(국내산) 2.1%, 대두유(외국산), 설탕, 천일염(국내산), 밀크부어스트콤비, 대두단백, 혼합분유H, 혼합제제(폴리인산나트륨, 피로인산나트륨, 메타인산나트륨, 메타인산칼륨), 분말마늘(국내산) 0.2%, 산도조절제, 혼합제제(셀룰로오스검,메틸셀룰로스), 아스코브산나트륨"
소세지,햇살닭 새우 닭가슴살소시지,https://file.rankingdak.com/_data/item/94e01479af3b66a8a4a38789d56f5243.jpg,133.6,3.34,20.04,3.34,1.34,0,0,0,187.04,"닭가슴살 (국내산) 73.6%, 새우 (베트남산) 6%, 양파(국내산), 함수결정포도당, 당근, 대두단백, 변성전분, 미담다시마장 (건조다시마추출액, 정제염, 저당, 표고버섯추출액, 효모추출물), 유장분말, 탈지대두, 새우조미시즈닝-l, 콜라겐케이싱, 정제염, 폴리인산나트륨, 코트롤티에이치(산도조절제), 흑후추분말, 비타민C"
소세지,햇살닭 무항생제 훈제 닭가슴살소시지,https://file.rankingdak.com/_data/item/0fd0c3d2bee632ba1202bcae18127ac6.jpg,116.9,6.68,20.04,3.34,0.33,0,3.34,46.76,460.92,"닭가슴살 (국내산 무항생제닭고기) 80.6%,양파(국내산), 당근(중국산,베트남산),유장분말,케이엠유-2,함수결정포도당,대두단백,탈지대두, 콜라겐케이싱, 미담다시마장,정제염, 폴리인산나트륨(산도조절제) 코트를티에이치(산도조 절제),비타민C"
소세지,바디닭 오리지날 닭가슴살 소시지,https://file.rankingdak.com/_data/item/34097a731a2c14cd8327327db5df920c.jpg,134,3,20,5,2,0,0,32,231,"닭가슴살 (국산)86.33%, 정제수, 양파(국산)3.02%, 설탕,대두단백(대두, 중국산), 소금,마늘 백후추분말, 인산염(산도조절제), 치킨씨즈닝분말,L-글루타민산나트륨(향미증진제), 비타민C"
소세지,바디닭 청양고추 닭가슴살 소세지,https://file.rankingdak.com/_data/item/b5fd24294e14fe9d0cc190cba6122841.jpg,141,5,22,4,1,0,2,25,359,"닭가슴살(국산)85.12%, 청양고추(국산)10.21%, 대두단백(대두, 중국산),정제수, 설탕, 인산염(산도조절제), 소금, 어니언스파이스, 백후추분말, 갈릭스파이스, 진저스파이스, L-글루탐산나트륨(향미증진제), 비타민C"
소세지,허닭 닭가슴살 소시지 갈릭훈제맛,https://file.rankingdak.com/_data/item/d6a3b845aa495ccad4c92392f8e7f500.jpg,133.33,4.17,20,4.17,0,0,0,0,258.33,"닭가슴살(국산) 86.09%, 치킨브레스트시즈닝(난백분말(프랑스산), 대두단백(중국산), 이스트엑기스분말(국산)], 적양배추(국산), 대두단백, 감자전분, 천일염, 마늘(국산) 0.86 %, 폴리인산나트륨(산도조절제), 설탕,염화칼륨, 마늘분말(중국산)0.26%, 올리브유, 구터미트 피(폴리인산나트륨, 글리세린지방산에스테르, 포도당, 정제소금), 프로후레쉬 프리저베이티브엑스트라 (초산나트륨, 구연산삼나트륨, 젖산나트륨, 정제소금, 식초, 이산화규소), 콜라겐 케이싱"
소세지,허닭 닭가슴살 소시지 매콤훈제맛,https://file.rankingdak.com/_data/item/288470c67a4ce7029d82476a16d3b34c.jpg,133.33,4.17,20,4.17,0,0,0,0,250,"닭가슴살(국산) 86.65%, 치킨브레스트시즈닝(난백분말(프랑스산), 대두단백(중국산), 이스트엑기스분말(미국산)], 대두단백(중국산), 감자전분, 당근, 천일염, 폴리인산나트륨(산도조절제), 청양고추(국산) 0.87%, 매운맛시즈닝(캡시컴:인도산) 0.61%, 설탕, 염화칼륨, 올리브유, 구터미트 피(폴리인산나트륨, 글리세린지방산에스테르, 포도당, 정제소금), 프로후레쉬 프리저베이티브 엑스트라 (초산나트륨, 구연산삼나트륨, 젖산나트륨, 정제소금, 식초, 이산화규소), 콜라겐케이싱"
소세지,햇살닭 포테이토 닭가슴살 소시지,https://file.rankingdak.com/_data/item/2a44eeb6f8e9c3cb6c75221a4702974d.jpg,156,12,15,5,1.3,0,5,55,460,"닭가슴살 (국내산) 74.4 %, 함수포도당, 감자(벨기에) 3.5%,할라피노페퍼스(멕시코),혼합제제1(산화전분, 말토덱스트린),농축대두단백,유장분말,구운감자분말2.3%{구운감자분말90.48% (미국산)},마늘,정제소금, 에이치에스프리믹스, 콜라겐케이싱,카라기난, 폴리인산나트륨,혼합제제2(초산나트륨, 푸마르산,팜유, 쌀겨왁스),흑후추분말"
소세지,햇살닭 오곡 닭가슴살 소시지,https://file.rankingdak.com/_data/item/5fed760499117524608d51561256919f.jpg,165,15,15,5,1.5,0,4,50,400,"닭가슴살 (국내산) 70.7%,현미(국내산)10.4%,함수포도당,구운양파분말 (양파: 중국산), 농축대두단백,유장분말,혼합제제1 (산화전분,말토덱스트린),마늘,에이치에스프리믹스, 정제소금,렌틸콩분말 (렌틸콩: 캐나다산)0.6%,검정깨(인도산)0.6%, 콜라겐케이싱,효모추출물, 귀리분말(귀리:캐나다산)0.4%,폴리인산나트륨,패각칼슘,레드퀴노아분말(페루산)0.2%,혼합제제2(초산나트륨,푸마르산, 팜유, 쌀겨왁스),흑후추분말"
소세지,햇살닭 흑마늘 닭가슴살소시지,https://file.rankingdak.com/_data/item/d747b38af3fce5957ce1f881d35c7d08.jpg,130,4,21,3.7,1.2,0,1,0,220,"닭가슴살 (국내산)82.1%,흑마늘추출액 (흑마늘 100%/국산)3.0%,마늘(중국산),함수포도당,대두단백,탈지대두, 혼합제제(산화전분,말토덱스트린),콜라겐케이싱,미담다시마장 (다시마:국산),유장분말,정제소금, 폴리인산나트륨, 흑후추분말, 비타민C,혼합제제(아세트산나트륨,푸마르산,팜오일,쌀겨왁스), 파슬리분말"
소세지,햇살닭 천사섬함초 닭가슴살소시지,https://file.rankingdak.com/_data/item/e4719a70648c245bed49749ecd59c304.jpg,115,8,17,1.6,0.4,0,4,55,400,"닭가슴살 (국내산)80.6%,양파(국산),유장분말( 유청분말:외국산 (미국, 프랑스 체코등),국산20%),당근,함수포도당, 탈지대두, 농축대두단백,케이엠유-2(산화전분,말토덱스트린), 콜라겐케이싱, 미담다시마장 (다시마:국산),천사섬함초액 (함초(국산) 100%)0.6%, 곡물혼합분말 (귀리65%, 렌틸콩 20%,현미 10%,퀴노아 5%) 0.6%,정제염, 폴리인산나트륨, 파슬리분말 코트롤티에이치(아세트산나트륨, 푸마르산,팜오일, 쌀겨왁스), 비타민C"
소세지,팀닭 닭가슴살 소시지,https://file.rankingdak.com/_data/item/1488949589_l1.jpg,168.92,6.98,16.98,8.12,1.13,0,1.63,50.12,267.03,"닭가슴살(국내산) 78.16%, 해바라기유(스페인) 12.85%, 소시지 시즈닝-엘 4.17% [함수포도당, 정제소금, 포리믹스 - 씨에스, 비프 분말 S-102. L-글루타민산나트륨(향미증진제)], 대두단백(중국산), 옥수수전분"
스테이크,맛있닭 닭가슴살 스테이크 오리지널100g,https://file.rankingdak.com/_data/item/1440747218_l1.jpg,142.28,8.17,22.45,2.2,0.6,0,0.54,19.55,294.37,"닭가슴살(국내산)1.21%, 양파(국내산)7.27%,대두단백(미국 산)5.22%,바삭불고기양념장, 떡갈비시즈닝,떡갈비시즈닝K, 대파옥수수전분,마늘, 소고기엑기스C,소고기육수맛분말,참 기름챠그릴후레바오일(향미유) 닭고기 소고기,대두밀 우유토 마토"
스테이크,맛있닭 닭가슴살 스테이크 호박맛 100g,https://file.rankingdak.com/_data/item/1462253508_l1.jpg,144.95,8.4,21.2,3,0.8,0,1.4,18.2,230.3,"닭가슴살(국내산)73.0%, 대두단백(미국산)6.57%, 양파(국 내산), 호박맛시즈닝KI(국내산/합성착향료 함유),숯불갈비 양념장,KI특제시즈닝 호박맛엑기스(국내산/합성착향료 함 유)2.0%, 옥수수전분,대파,마늘, 소고기엑기스C,참기름,소고 기육수맛분말, 챠그릴후레바오일(향미유) 닭고기 쇠고기,대두, 밀우유토마토"
스테이크,맛있닭 닭가슴살 스테이크 고추맛 100g,https://file.rankingdak.com/_data/item/1462254517_l1.jpg,151.91,8.6,22.3,3.1,0.9,0,1.5,28.2,259.4,"닭가슴살(국내산)73.0%, 대두단백(미국산)6.57%, 양파(국 내산), 호박맛시즈닝KI(국내산/합성착향료 함유),숯불갈비 양념장,KI특제시즈닝 호박맛엑기스(국내산/합성착향료 함 유)2.0%, 옥수수전분,대파,마늘, 소고기엑기스C,참기름,소고 기육수맛분말, 챠그릴후레바오일(향미유) 닭고기 쇠고기,대두, 밀우유토마토"
스테이크,맛있닭 닭가슴살 스테이크 갈릭맛 100g,https://file.rankingdak.com/_data/item/1496795080_l1.jpg,140.61,7.78,23.3,1.8,0.68,0,2.25,60.85,252.13,"닭가슴살(국내산)68.40%,마늘(국내산)5.0%,대두단백(미 국산), 복합시즈닝KI, 전란(국내산),치즈맛인헨서,양파(국내 산), 맥아물엿,우유(국내산),분리대두단백,대파,옥수수전분, 마늘엑기스흑후추분말파슬리 닭고기,대두우유계란"
스테이크,맛있닭 닭가슴살 스테이크 야채맛 100g,https://file.rankingdak.com/_data/item/9a6656baa69f3f49d0f8730e3ce796fe.jpg,141.4,8.63,17.45,4.12,0.03,1.03,3.82,45.03,254.33,"닭고기(닭가슴살/국내산) 61.33%, 양파(국내산)6.26%, 티브이피(대두단백(탈지대두/미국산)], 부추(국내산), 바 삭불고기양념장, 표고버섯(국내산), 떡갈비시즈닝, 떡갈 비시즈닝K, 마늘, 깻잎(국내산), 대파, 옥수수전분, 당근 (중국산), 야채향미유-D(향미유), 소고기엑기스C, 홍고추 (국내산), 청양고추(국내산), 소고기육수맛분말, 참기름, 챠그릴후레바오일(향미유), 정제소금, L-글루탐산나트 륨(향미증진제) 닭고기,소고기,대두,밀,우유,토마토 함유"
스테이크,더프레시 새우 닭가슴살 스테이크 100g,https://file.rankingdak.com/_data/item/083643a532d0ee6ef68c09c91715f4b1.jpg,112,6.6,17.8,1.6,0.6,0,1.9,55.1,304.7,"닭가슴살(국내산) 68.2%, 새우(베트남) 4.5%, 양파(국내산), '바지락, 마늘, 미담다시마장, 탈지대두, 함수포도당, 유장 분말, 건빵가루, HS솔루션시즈닝, 대두단백, 새우조미시즈 낭-1, 폴리인산나트륨, 코트롤티에이치(산도조절제), 파슬리 분태, 비타민C 닭고기, 쇠고기, 새우, 게, 대두, 조개류(바지 락), 우유, 밀, 오징어 함유"
스테이크,더프레시 오징어 닭가슴살 스테이크 100g,https://file.rankingdak.com/_data/item/5360817242419eb2fbfae56d15b24f2c.jpg,114.18,3.47,20.35,2.1,0.79,0.01,1.87,61.01,228.42,"닭가슴살 (국내 산 66.7%, 양파(국내산)11.19%, 오징어 (국내 산, 연근해산)5.6%,유장분말,바지락2.2%,함수결정포도당, 탈지대두.HS솔루션시즈닝,마늘,미담다시마장(건조다시마 추출액, 정제염, 저당,표고버섯추출액,효모추출물), 농축대두 단백,새우조미시즈닝 1,폴리인산나트륨,파슬리가루, 비타 민C"
스테이크,더프레시 파스트라미 닭가슴살 스테이크 100g,https://file.rankingdak.com/_data/item/1440051738_l1.jpg,133.45,4.6,21.27,3.33,0.94,0.01,1.39,65.32,284.84,"닭가슴살(국내산69.4%, 양파(국내산)9.1%, 탈지대두(미국 산), 당근, HS솔루션시즈닝,함수결정포도당,마늘,유장분말, 미담다시마장(건조다시마추출액, 정제염,저당, 표고버섯추출 액,효모추출물),농추대두단백,파스트라미용시즈닝, 난백분, 폴리인산나트륨"
스테이크,썬더버드 닭가슴살 함박스테이크 머쉬룸 레드커리,https://file.rankingdak.com/_data/item/53ba313f2d2a0d3a8cfb643be679566d.jpg,211.85,11.75,20.27,9.31,4.58,0.03,5.03,65.1,472.77,"분쇄가공육제품(비살균제품/가열하여 섭취하는 냉동제품) 내용량 280g 제조원 (주)햇살푸드 시스템 경기도 포천시 군내면 용두로 91-1 원재료 및 함량 닭가슴살(국내산)55.7%, 어니언 데리야끼소스 [유기농아가베시럽 (유기농아가베 (멕시코산),혼합간장(탈지대두(외국산 인도, 미국,중국), 냉동양파(중국산),모아하우스머스타드,청주] 28.6%, 양파(국내산)3.2 %,탈지대 두,당근,마늘, 농축대두단백,유장분말,혼합간장,아가베시럽,미담다시마장,패각칼슘,효모추출 물,흑후추분말,비타민C | 닭고기, 대두, 밀, 우유 함유"
스테이크,썬더버드 닭가슴살 함박스테이크 어니언 데리야끼,https://file.rankingdak.com/_data/item/ebe55ccc3663ce6745d0ff6623c51517.jpg,182.18,13.41,19.63,5.56,1.83,0.03,10.39,58.63,709.27,"분쇄가공육제품(비살균제품/가열하여 섭취하는 냉동제품) 내용량 280g 제조원 (주)햇살푸드 시스템 경기도 포천시 군내면 용두로 91-1 원재료 및 함량 닭가슴살(국내산)55.7%, 어니언 데리야끼소스 [유기농아가베시럽 (유기농아가베 (멕시코산),혼합간장(탈지대두(외국산 인도, 미국,중국), 냉동양파(중국산),모아하우스머스타드,청주] 28.6%, 양파(국내산)3.2 %,탈지대 두,당근,마늘, 농축대두단백,유장분말,혼합간장,아가베시럽,미담다시마장,패각칼슘,효모추출 물,흑후추분말,비타민C | 닭고기, 대두, 밀, 우유 함유"
스테이크,굳닭 닭가슴살 스테이크 오리지널 100g,https://file.rankingdak.com/_data/item/31f521b630da1958b095d9fad1fdec00.jpg,115,6,18,2.4,1.5,0,1,45,460,"분쇄가공육제품(비살균제품) 닭가슴살 (국산) 80.92%, 대두유 [대두유(외국산 (아르헨티나, 미국, 브라질 등). 당근 (국산), 대두단백, 치킨시즈닝분말 -0, 피망, 인산염, 변성전분"
스테이크,굳닭 닭가슴살 스테이크 청양고추 100g,https://file.rankingdak.com/_data/item/6596ef0e5923556b26e5cd233dfb47bb.jpg,115,6,18,2.4,1.5,0,1,45,460,"분쇄가공육제품(비살균제품) 닭가슴살 (국산) 80.92%, 대두유 [대두유(외국산(아르헨티나, 미국, 브라질 등)}, 당근 (국산), 대두단백, 치킨시즈닝분말 -0, 피망, 인산염, 변성전분"
스테이크,굳닭 닭가슴살 스테이크 갈비맛 100gX10팩,https://file.rankingdak.com/_data/item/75ba87115c7b5262dfbf0fad61f03f33.jpg,115,6,18,2.4,1.5,0,1,45,460,"분쇄가공육제품(비살균제품) 닭가슴살 (국산) 80.92%, 대두유 [대두유(외국산(아르헨티나, 미국, 브라질 등)}, 당근 (국산), 대두단백, 치킨시즈닝분말 -0, 피망, 인산염, 변성전분"
스테이크,햇살닭 아보카도 닭가슴살 스테이크 100gX10팩,https://file.rankingdak.com/_data/item/da83a5f63991a1e5f44c1da4652e5483.jpg,165,7,19,7,2.2,0,3,58,266,"닭가슴살 (국내산) 75.6 %, 탈지대두(미국산), 할라피노퍼퍼스(멕시코산)3.7%,함수포도당,아보카도(멕시코산)2.3 %, 농축대두단백, 건식빵가루,마늘, 청양고추,유장분말,양파분말, 미담다시마장,정제소금, 패각칼, 효모추출물,혼합제제 (아세트산나트륨, 푸마르산,팜오일,쌀겨왁스), 돌리인산나트륨,흑후추분말 닭고기, 대두,밀,우유함유"
스테이크,바디닭 오리지널 닭가슴살 스테이크 100g,https://file.rankingdak.com/_data/item/24487f320b87e3f9322572179f35d414.jpg,156,4,21,6,2.9,0,3,55,350,"닭가슴살(국산)82.49%, 양파(국산), 백설탕, 고소한행가부합용밀가루(밀,미국 호주산), 생이스트(중국산) 분리대두단백 대두유. 치킨시즈닝분말, 마늘, 흑후추분말, 인산염, 글루타민산나트륨, 정제소금, 생강분말, 코리안더분말"
스테이크,허닭 일품 닭가슴살 스테이크 오리지널 100g,https://file.rankingdak.com/_data/item/bdcf331fa7147755657db28c0c18d3ec.jpg,135,6,18,4.3,,,,,320,"닭가슴살 (국산)68.90%, 옥수수전분(옥수수 외국산(러시아, 헝 가리, 세르비아 등), 체다 고융점 슈레드치즈 3.56% [체다치즈 (미국산) (안나토석소(착색료), 팜유(말레이시아산), 설탕, 알콘티, 빵가루 , 닭강정소스A1, 농축대두단백, 숯불갈비맛바베큐시즈닝 비프오일 (합성향료), 스모크 오일, 파프리카로얄 와이파프리카추출색소, 대파 , 혼합제제 (폴리인산나트륨, 피로인산나트륨, 메타인산나트륨, 캅시쿰분말 [올레오레진시컴], 정제소금, 비프시즈닝 3 [이산화규소, 비프 향(합성향료), 흑후추, 정제수 닭고기, 밀, 토마토, 우유, 대두, 소고기 함유"
스테이크,허닭 일품 닭가슴살 스테이크 치즈불닭 100g,https://file.rankingdak.com/_data/item/6b12939407c7791e3f7ad22269eabf0a.jpg,170,13,19,4.5,,,,,380,"닭가슴살(국산) 69.88%, 소불고기양념장4.82%[혼합간장 아미 노산액 (탈지대두:외국산)}, 설탕, 액상과당, 배퓨레(배:국산), 양파퓨레, L-글루탐산나트륨(향미증진제), 카라멜색소, 향미증진제), 옥수수 전분(옥수수 외국산 (러시아, 헝가리, 세르비아 등)], 설탕, 알콘티, 빵가루, 농축대두단백, 불갈비맛바베큐시즈닝(비프오일 (합성향료), 스 모크오일, 참기름, 대파, 혼합제제[폴리인산나트륨, 피로인산나트륨, 메타인산나트륨), 정제소금, 비프시즈닝 3 [이산화규소, 비프향(합성 향료)], 흑후추, 정제수 고기, 대두, 밀, 소고기"
스테이크,허닭 일품 닭가슴살 스테이크 불고기 100g,https://file.rankingdak.com/_data/item/5f042c3869d81c8e789d3dac870a08a0.jpg,155,11,18,4.3,,,,,440,"닭가슴살 (국산) 69.33%, 옥수수전분(옥수수 외국산(러시아, 헝가리, 세르비아 등), 설탕, 알콘티 (탈지대두:미국산), 빵가루, 소불고기양념장[L-글루탐산나트륨(향미증진제), 카라멜색소, 향미증진제), | 마늘 (중국산) 2.39%, 농축대두단백, 숯불갈비맛바버 류시즈닝 [비프오일 (합성향료), 스모크오일, 마늘그리츠 (건마늘 국산)0.79%, 대파, 혼합제제 폴리인산나트륨, 피로인산나트륨, 메타인산나트륨, 정제소금, 비프시즈닝 3 [이산화규소, 비프향(합성향료)], 흑후추, 정제수 고기, 대두, 밀, 소고기"
